language,sent_id,tok_id,token,upos,lemma
en,2805,5,much,ADJ,much
en,2805,6,in,ADP,in
en,2805,7,common,ADJ,common
en,2805,8,either,ADV,either
en,2805,9,.,PUNCT,.
en,2808,0,Each,DET,each
en,2808,1,case,NOUN,case
en,2808,2,is,AUX,be
en,2808,3,examined,VERB,examine
en,2808,4,separately,ADV,separately
en,2808,5,",",PUNCT,","
en,2808,6,the,DET,the
en,2808,7,court,NOUN,court
en,2808,8,is,AUX,be
en,2808,9,very,ADV,very
en,2808,10,painstaking,ADJ,painstaking
en,2808,11,.,PUNCT,.
en,2830,0,On,ADP,on
en,2830,1,the,DET,the
en,2830,2,one,NUM,one
en,2830,3,hand,NOUN,hand
en,2830,4,he,PRON,he
en,2830,5,did,AUX,do
en,2830,6,not,PART,not
en,2830,7,want,VERB,want
en,2830,8,her,PRON,she
en,2830,9,to,PART,to
en,2830,10,come,VERB,come
en,2830,11,back,ADV,back
en,2830,12,too,ADV,too
en,2830,13,soon,ADV,soon
en,2830,14,as,SCONJ,as
en,2830,15,he,PRON,he
en,2830,16,still,ADV,still
en,2830,17,had,VERB,have
en,2830,18,many,ADJ,many
en,2830,19,questions,NOUN,question
en,2830,20,to,PART,to
en,2830,21,ask,VERB,ask
en,2830,22,and,CCONJ,and
en,2830,23,did,AUX,do
en,2830,24,not,PART,not
en,2830,25,want,VERB,want
en,2830,26,her,PRON,she
en,2830,27,to,PART,to
en,2830,28,find,VERB,find
en,2830,29,him,PRON,he
en,2830,30,in,ADP,in
en,2830,31,this,DET,this
en,2830,32,intimate,ADJ,intimate
en,2830,33,discussion,NOUN,discussion
en,2830,34,with,ADP,with
en,2830,35,the,DET,the
en,2830,36,businessman,NOUN,businessman
en,2830,37,",",PUNCT,","
en,2830,38,but,CCONJ,but
en,2830,39,on,ADP,on
en,2830,40,the,DET,the
en,2830,41,other,ADJ,other
en,2830,42,hand,NOUN,hand
en,2830,43,it,PRON,it
en,2830,44,irritated,VERB,irritate
en,2830,45,him,PRON,he
en,2830,46,that,SCONJ,that
en,2830,47,she,PRON,she
en,2830,48,stayed,VERB,stay
en,2830,49,so,ADV,so
en,2830,50,long,ADV,long
en,2830,51,with,ADP,with
en,2830,52,the,DET,the
en,2830,53,lawyer,NOUN,lawyer
en,2830,54,when,SCONJ,when
en,2830,55,K.,PROPN,K.
en,2830,56,was,AUX,be
en,2830,57,there,ADV,there
en,2830,58,",",PUNCT,","
en,2830,59,much,ADV,much
en,2830,60,longer,ADV,long
en,2830,61,than,SCONJ,than
en,2830,62,she,PRON,she
en,2830,63,needed,VERB,need
en,2830,64,to,PART,to
en,2830,65,give,VERB,give
en,2830,66,him,PRON,he
en,2830,67,his,PRON,his
en,2830,68,soup,NOUN,soup
en,2830,69,.,PUNCT,.
en,2838,0,I,PRON,I
en,2838,1,see,VERB,see
en,2838,2,now,ADV,now
en,2838,3,that,SCONJ,that
en,2838,4,he,PRON,he
en,2838,5,'s,AUX,be
en,2838,6,been,AUX,be
en,2838,7,neglecting,VERB,neglect
en,2838,8,me,PRON,I
en,2838,9,quite,ADV,quite
en,2838,10,disgracefully,ADV,disgracefully
en,2838,11,.,PUNCT,.
en,2838,12,"""",PUNCT,""""
en,2859,0,This,DET,this
en,2859,1,one,NOUN,one
en,2859,2,and,CCONJ,and
en,2859,3,his,PRON,his
en,2859,4,colleagues,NOUN,colleague
en,2859,5,are,AUX,be
en,2859,6,only,ADV,only
en,2859,7,minor,ADJ,minor
en,2859,8,lawyers,NOUN,lawyer
en,2859,9,",",PUNCT,","
en,2859,10,and,CCONJ,and
en,2859,11,the,DET,the
en,2859,12,difference,NOUN,difference
en,2859,13,in,ADP,in
en,2859,14,rank,NOUN,rank
en,2859,15,between,ADP,between
en,2859,16,them,PRON,they
en,2859,17,and,CCONJ,and
en,2859,18,the,DET,the
en,2859,19,great,ADJ,great
en,2859,20,lawyers,NOUN,lawyer
en,2859,21,",",PUNCT,","
en,2859,22,who,PRON,who
en,2859,23,I,PRON,I
en,2859,24,'ve,AUX,have
en,2859,25,only,ADV,only
en,2859,26,ever,ADV,ever
en,2859,27,heard,VERB,hear
en,2859,28,about,ADP,about
en,2859,29,and,CCONJ,and
en,2859,30,never,ADV,never
en,2859,31,seen,VERB,see
en,2859,32,",",PUNCT,","
en,2859,33,is,AUX,be
en,2859,34,incomparably,ADV,incomparably
en,2859,35,greater,ADJ,great
en,2859,36,than,ADP,than
en,2859,37,between,ADP,between
en,2859,38,the,DET,the
en,2859,39,minor,ADJ,minor
en,2859,40,lawyers,NOUN,lawyer
en,2859,41,and,CCONJ,and
en,2859,42,the,DET,the
en,2859,43,despised,ADJ,despised
en,2859,44,petty,ADJ,petty
en,2859,45,lawyers,NOUN,lawyer
en,2859,46,.,PUNCT,.
en,2859,47,"""",PUNCT,""""
en,2866,0,I,PRON,I
en,2866,1,do,AUX,do
en,2866,2,n't,PART,not
en,2866,3,know,VERB,know
en,2866,4,of,ADP,of
en,2866,5,any,DET,any
en,2866,6,case,NOUN,case
en,2866,7,I,PRON,I
en,2866,8,can,AUX,can
en,2866,9,talk,VERB,talk
en,2866,10,about,ADP,about
en,2866,11,with,ADP,with
en,2866,12,certainty,NOUN,certainty
en,2866,13,where,SCONJ,where
en,2866,14,they,PRON,they
en,2866,15,'ve,AUX,have
en,2866,16,taken,VERB,take
en,2866,17,any,DET,any
en,2866,18,part,NOUN,part
en,2866,19,.,PUNCT,.
en,2870,0,But,CCONJ,but
en,2870,1,that,SCONJ,that
en,2870,2,",",PUNCT,","
en,2870,3,of,ADP,of
en,2870,4,course,NOUN,course
en,2870,5,",",PUNCT,","
en,2870,6,would,AUX,would
en,2870,7,be,AUX,be
en,2870,8,the,DET,the
en,2870,9,stupidest,ADJ,stupid
en,2870,10,thing,NOUN,thing
en,2870,11,you,PRON,you
en,2870,12,could,AUX,could
en,2870,13,do,VERB,do
en,2870,14,",",PUNCT,","
en,2870,15,and,CCONJ,and
en,2870,16,you,PRON,you
en,2870,17,would,AUX,would
en,2870,18,n't,PART,not
en,2870,19,be,AUX,be
en,2870,20,left,VERB,leave
en,2870,21,in,ADP,in
en,2870,22,peace,NOUN,peace
en,2870,23,in,ADP,in
en,2870,24,bed,NOUN,bed
en,2870,25,for,ADP,for
en,2870,26,very,ADV,very
en,2870,27,long,ADV,long
en,2870,28,either,ADV,either
en,2870,29,.,PUNCT,.
en,2870,30,"""",PUNCT,""""
en,2879,0,"""",PUNCT,""""
en,2879,1,Carry,VERB,carry
en,2879,2,on,ADP,on
en,2879,3,",",PUNCT,","
en,2879,4,then,ADV,then
en,2879,5,",",PUNCT,","
en,2879,6,carry,VERB,carry
en,2879,7,on,ADP,on
en,2879,8,",",PUNCT,","
en,2879,9,"""",PUNCT,""""
en,2879,10,she,PRON,she
en,2879,11,said,VERB,say
en,2879,12,.,PUNCT,.
en,2882,0,Leni,PROPN,Leni
en,2882,1,was,AUX,be
en,2882,2,probably,ADV,probably
en,2882,3,wrong,ADJ,wrong
en,2882,4,about,ADP,about
en,2882,5,him,PRON,he
en,2882,6,.,PUNCT,.
en,2886,0,"""",PUNCT,""""
en,2886,1,Yes,INTJ,yes
en,2886,2,",",PUNCT,","
en,2886,3,the,DET,the
en,2886,4,petty,ADJ,petty
en,2886,5,lawyers,NOUN,lawyer
en,2886,6,",",PUNCT,","
en,2886,7,"""",PUNCT,""""
en,2886,8,said,VERB,say
en,2886,9,the,DET,the
en,2886,10,businessman,NOUN,businessman
en,2886,11,",",PUNCT,","
en,2886,12,putting,VERB,put
en,2886,13,his,PRON,his
en,2886,14,hand,NOUN,hand
en,2886,15,to,ADP,to
en,2886,16,his,PRON,his
en,2886,17,brow,NOUN,brow
en,2886,18,as,SCONJ,as
en,2886,19,if,SCONJ,if
en,2886,20,thinking,VERB,think
en,2886,21,hard,ADV,hard
en,2886,22,.,PUNCT,.
en,2891,0,"""",PUNCT,""""
en,2891,1,Course,NOUN,course
en,2891,2,I,PRON,I
en,2891,3,have,VERB,have
en,2891,4,",",PUNCT,","
en,2891,5,"""",PUNCT,""""
en,2891,6,she,PRON,she
en,2891,7,said,VERB,say
en,2891,8,",",PUNCT,","
en,2891,9,"""",PUNCT,""""
en,2891,10,he,PRON,he
en,2891,11,'s,AUX,be
en,2891,12,waiting,VERB,wait
en,2891,13,for,ADP,for
en,2891,14,you,PRON,you
en,2891,15,.,PUNCT,.
en,2897,0,"""",PUNCT,""""
en,2897,1,He,PRON,he
en,2897,2,sleeps,VERB,sleep
en,2897,3,here,ADV,here
en,2897,4,?,PUNCT,?
en,2897,5,"""",PUNCT,""""
en,2897,6,exclaimed,VERB,exclaim
en,2897,7,K.,PROPN,K.
en,2897,8,",",PUNCT,","
en,2897,9,he,PRON,he
en,2897,10,had,AUX,have
en,2897,11,thought,VERB,think
en,2897,12,the,DET,the
en,2897,13,businessman,NOUN,businessman
en,2897,14,would,AUX,would
en,2897,15,just,ADV,just
en,2897,16,wait,VERB,wait
en,2897,17,there,ADV,there
en,2897,18,for,ADP,for
en,2897,19,him,PRON,he
en,2897,20,while,SCONJ,while
en,2897,21,he,PRON,he
en,2897,22,quickly,ADV,quickly
en,2897,23,settled,VERB,settle
en,2897,24,his,PRON,his
en,2897,25,business,NOUN,business
en,2897,26,with,ADP,with
en,2897,27,the,DET,the
en,2897,28,lawyer,NOUN,lawyer
en,2897,29,",",PUNCT,","
en,2897,30,and,CCONJ,and
en,2897,31,then,ADV,then
en,2897,32,they,PRON,they
en,2897,33,would,AUX,would
en,2897,34,leave,VERB,leave
en,2897,35,together,ADV,together
en,2897,36,to,PART,to
en,2897,37,discuss,VERB,discuss
en,2897,38,everything,PRON,everything
en,2897,39,thoroughly,ADV,thoroughly
en,2897,40,and,CCONJ,and
en,2897,41,undisturbed,ADJ,undisturbed
en,2897,42,.,PUNCT,.
en,2914,0,she,PRON,she
en,2914,1,said,VERB,say
en,2914,2,",",PUNCT,","
en,2914,3,turning,VERB,turn
en,2914,4,to,PART,to
en,2914,5,face,VERB,face
en,2914,6,K.,PROPN,K.
en,2921,0,And,CCONJ,and
en,2921,1,if,SCONJ,if
en,2921,2,Block,PROPN,Block
en,2921,3,is,AUX,be
en,2921,4,n't,PART,not
en,2921,5,on,ADP,on
en,2921,6,the,DET,the
en,2921,7,spot,NOUN,spot
en,2921,8,when,SCONJ,when
en,2921,9,he,PRON,he
en,2921,10,'s,AUX,be
en,2921,11,called,VERB,call
en,2921,12,then,ADV,then
en,2921,13,everything,PRON,everything
en,2921,14,'s,AUX,be
en,2921,15,lost,VERB,lose
en,2921,16,and,CCONJ,and
en,2921,17,it,PRON,it
en,2921,18,all,PRON,all
en,2921,19,has,VERB,have
en,2921,20,to,PART,to
en,2921,21,start,VERB,start
en,2921,22,all,ADV,all
en,2921,23,over,ADV,over
en,2921,24,again,ADV,again
en,2921,25,.,PUNCT,.
en,2940,0,he,PRON,he
en,2940,1,called,VERB,call
en,2940,2,out,ADP,out
en,2940,3,to,ADP,to
en,2940,4,Leni,PROPN,Leni
en,2940,5,",",PUNCT,","
en,2940,6,who,PRON,who
en,2940,7,seemed,VERB,seem
en,2940,8,to,PART,to
en,2940,9,understand,VERB,understand
en,2940,10,him,PRON,he
en,2940,11,.,PUNCT,.
en,2952,0,Leni,PROPN,Leni
en,2952,1,tried,VERB,try
en,2952,2,to,PART,to
en,2952,3,rush,VERB,rush
en,2952,4,at,ADP,at
en,2952,5,K.,PROPN,K.
en,2952,6,but,CCONJ,but
en,2952,7,the,DET,the
en,2952,8,businessman,NOUN,businessman
en,2952,9,got,VERB,get
en,2952,10,in,ADP,in
en,2952,11,her,PRON,her
en,2952,12,way,NOUN,way
en,2952,13,so,SCONJ,so
en,2952,14,that,SCONJ,that
en,2952,15,she,PRON,she
en,2952,16,shoved,VERB,shove
en,2952,17,him,PRON,he
en,2952,18,away,ADV,away
en,2952,19,with,ADP,with
en,2952,20,her,PRON,her
en,2952,21,fists,NOUN,fist
en,2952,22,.,PUNCT,.
en,2963,0,"""",PUNCT,""""
en,2963,1,Sit,VERB,sit
en,2963,2,down,ADP,down
en,2963,3,",",PUNCT,","
en,2963,4,"""",PUNCT,""""
en,2963,5,he,PRON,he
en,2963,6,said,VERB,say
en,2963,7,.,PUNCT,.
en,2969,0,"""",PUNCT,""""
en,2969,1,Importunate,PROPN,Importunate
en,2969,2,?,PUNCT,?
en,2969,3,"""",PUNCT,""""
en,2969,4,asked,VERB,ask
en,2969,5,K.,PROPN,K.
en,2969,6,"""",PUNCT,""""
en,2969,7,Yes,INTJ,yes
en,2969,8,",",PUNCT,","
en,2969,9,"""",PUNCT,""""
en,2969,10,said,VERB,say
en,2969,11,the,DET,the
en,2969,12,lawyer,NOUN,lawyer
en,2969,13,",",PUNCT,","
en,2969,14,laughing,VERB,laugh
en,2969,15,as,SCONJ,as
en,2969,16,he,PRON,he
en,2969,17,did,VERB,do
en,2969,18,so,ADV,so
en,2969,19,",",PUNCT,","
en,2969,20,had,VERB,have
en,2969,21,a,DET,a
en,2969,22,fit,NOUN,fit
en,2969,23,of,ADP,of
en,2969,24,coughing,VERB,cough
en,2969,25,and,CCONJ,and
en,2969,26,then,ADV,then
en,2969,27,",",PUNCT,","
en,2969,28,once,SCONJ,once
en,2969,29,it,PRON,it
en,2969,30,had,AUX,have
en,2969,31,passed,VERB,pass
en,2969,32,",",PUNCT,","
en,2969,33,began,VERB,begin
en,2969,34,to,PART,to
en,2969,35,laugh,VERB,laugh
en,2969,36,again,ADV,again
en,2969,37,.,PUNCT,.
en,2975,0,Anyway,ADV,anyway
en,2975,1,",",PUNCT,","
en,2975,2,perhaps,ADV,perhaps
en,2975,3,I,PRON,I
en,2975,4,should,AUX,should
en,2975,5,at,ADP,at
en,2975,6,least,ADJ,least
en,2975,7,explain,VERB,explain
en,2975,8,this,DET,this
en,2975,9,peculiarity,NOUN,peculiarity
en,2975,10,of,ADP,of
en,2975,11,hers,PRON,hers
en,2975,12,to,ADP,to
en,2975,13,you,PRON,you
en,2975,14,",",PUNCT,","
en,2975,15,but,CCONJ,but
en,2975,16,you,PRON,you
en,2975,17,seem,VERB,seem
en,2975,18,rather,ADV,rather
en,2975,19,disturbed,ADJ,disturbed
en,2975,20,",",PUNCT,","
en,2975,21,the,DET,the
en,2975,22,way,NOUN,way
en,2975,23,you,PRON,you
en,2975,24,'re,AUX,be
en,2975,25,looking,VERB,look
en,2975,26,at,ADP,at
en,2975,27,me,PRON,I
en,2975,28,",",PUNCT,","
en,2975,29,and,CCONJ,and
en,2975,30,so,ADV,so
en,2975,31,that,PRON,that
en,2975,32,'s,AUX,be
en,2975,33,why,SCONJ,why
en,2975,34,I,PRON,I
en,2975,35,'ll,AUX,will
en,2975,36,do,VERB,do
en,2975,37,it,PRON,it
en,2975,38,",",PUNCT,","
en,2975,39,this,DET,this
en,2975,40,peculiarity,NOUN,peculiarity
en,2975,41,of,ADP,of
en,2975,42,hers,PRON,hers
en,2975,43,consists,VERB,consist
en,2975,44,in,ADP,in
en,2975,45,this,PRON,this
en,2975,46,:,PUNCT,:
en,2975,47,Leni,PROPN,Leni
en,2975,48,finds,VERB,find
en,2975,49,most,ADJ,most
en,2975,50,of,ADP,of
en,2975,51,the,DET,the
en,2975,52,accused,VERB,accuse
en,2975,53,attractive,ADJ,attractive
en,2975,54,.,PUNCT,.
en,3013,0,"""",PUNCT,""""
en,3013,1,When,SCONJ,when
en,3013,2,I,PRON,I
en,3013,3,first,ADV,first
en,3013,4,came,VERB,come
en,3013,5,here,ADV,here
en,3013,6,with,ADP,with
en,3013,7,my,PRON,my
en,3013,8,uncle,NOUN,uncle
en,3013,9,you,PRON,you
en,3013,10,probably,ADV,probably
en,3013,11,noticed,VERB,notice
en,3013,12,I,PRON,I
en,3013,13,was,AUX,be
en,3013,14,n't,PART,not
en,3013,15,greatly,ADV,greatly
en,3013,16,concerned,ADJ,concerned
en,3013,17,about,ADP,about
en,3013,18,my,PRON,my
en,3013,19,case,NOUN,case
en,3013,20,",",PUNCT,","
en,3013,21,and,CCONJ,and
en,3013,22,if,SCONJ,if
en,3013,23,I,PRON,I
en,3013,24,was,AUX,be
en,3013,25,n't,PART,not
en,3013,26,reminded,VERB,remind
en,3013,27,of,ADP,of
en,3013,28,it,PRON,it
en,3013,29,by,ADP,by
en,3013,30,force,NOUN,force
en,3013,31,",",PUNCT,","
en,3013,32,as,SCONJ,as
en,3013,33,it,PRON,it
en,3013,34,were,AUX,be
en,3013,35,",",PUNCT,","
en,3013,36,I,PRON,I
en,3013,37,would,AUX,would
en,3013,38,forget,VERB,forget
en,3013,39,about,ADP,about
en,3013,40,it,PRON,it
en,3013,41,completely,ADV,completely
en,3013,42,.,PUNCT,.
en,3027,0,You,PRON,you
en,3027,1,do,AUX,do
en,3027,2,n't,PART,not
en,3027,3,make,VERB,make
en,3027,4,it,PRON,it
en,3027,5,easy,ADJ,easy
en,3027,6,for,ADP,for
en,3027,7,me,PRON,I
en,3027,8,.,PUNCT,.
en,3027,9,"""",PUNCT,""""
en,3041,0,But,CCONJ,but
en,3041,1,the,DET,the
en,3041,2,decision,NOUN,decision
en,3041,3,to,PART,to
en,3041,4,do,AUX,do
en,3041,5,all,DET,all
en,3041,6,the,DET,the
en,3041,7,work,NOUN,work
en,3041,8,myself,PRON,myself
en,3041,9,had,VERB,have
en,3041,10,its,PRON,its
en,3041,11,obvious,ADJ,obvious
en,3041,12,result,NOUN,result
en,3041,13,:,PUNCT,:
en,3041,14,I,PRON,I
en,3041,15,was,AUX,be
en,3041,16,forced,VERB,force
en,3041,17,to,PART,to
en,3041,18,turn,VERB,turn
en,3041,19,almost,ADV,almost
en,3041,20,everyone,PRON,everyone
en,3041,21,away,ADV,away
en,3041,22,who,PRON,who
en,3041,23,asked,VERB,ask
en,3041,24,me,PRON,I
en,3041,25,to,PART,to
en,3041,26,represent,VERB,represent
en,3041,27,them,PRON,they
en,3041,28,and,CCONJ,and
en,3041,29,could,AUX,could
en,3041,30,only,ADV,only
en,3041,31,accept,VERB,accept
en,3041,32,those,PRON,those
en,3041,33,I,PRON,I
en,3041,34,was,AUX,be
en,3041,35,especially,ADV,especially
en,3041,36,interested,ADJ,interested
en,3041,37,in,ADP,in
en,3041,38,--,PUNCT,--
en,3041,39,well,INTJ,well
en,3041,40,there,PRON,there
en,3041,41,are,VERB,be
en,3041,42,enough,ADJ,enough
en,3041,43,creatures,NOUN,creature
en,3041,44,who,PRON,who
en,3041,45,leap,VERB,leap
en,3041,46,at,ADP,at
en,3041,47,every,DET,every
en,3041,48,crumb,NOUN,crumb
en,3041,49,I,PRON,I
en,3041,50,throw,VERB,throw
en,3041,51,down,ADP,down
en,3041,52,",",PUNCT,","
en,3041,53,and,CCONJ,and
en,3041,54,they,PRON,they
en,3041,55,'re,AUX,be
en,3041,56,not,PART,not
en,3041,57,so,ADV,so
en,3041,58,very,ADV,very
en,3041,59,far,ADV,far
en,3041,60,away,ADV,away
en,3041,61,.,PUNCT,.
en,3043,0,But,CCONJ,but
en,3043,1,despite,SCONJ,despite
en,3043,2,that,PRON,that
en,3043,3,I,PRON,I
en,3043,4,do,AUX,do
en,3043,5,n't,PART,not
en,3043,6,regret,VERB,regret
en,3043,7,my,PRON,my
en,3043,8,decision,NOUN,decision
en,3043,9,",",PUNCT,","
en,3043,10,quite,ADV,quite
en,3043,11,possibly,ADV,possibly
en,3043,12,I,PRON,I
en,3043,13,should,AUX,should
en,3043,14,have,AUX,have
en,3043,15,turned,VERB,turn
en,3043,16,more,ADJ,more
en,3043,17,cases,NOUN,case
en,3043,18,away,ADV,away
en,3043,19,than,SCONJ,than
en,3043,20,I,PRON,I
en,3043,21,did,VERB,do
en,3043,22,",",PUNCT,","
en,3043,23,but,CCONJ,but
en,3043,24,it,PRON,it
en,3043,25,did,AUX,do
en,3043,26,turn,VERB,turn
en,3043,27,out,ADP,out
en,3043,28,to,PART,to
en,3043,29,be,AUX,be
en,3043,30,entirely,ADV,entirely
en,3043,31,necessary,ADJ,necessary
en,3043,32,for,SCONJ,for
en,3043,33,me,PRON,I
en,3043,34,to,PART,to
en,3043,35,devote,VERB,devote
en,3043,36,myself,PRON,myself
en,3043,37,fully,ADV,fully
en,3043,38,to,ADP,to
en,3043,39,the,DET,the
en,3043,40,cases,NOUN,case
en,3043,41,I,PRON,I
en,3043,42,did,AUX,do
en,3043,43,take,VERB,take
en,3043,44,on,ADP,on
en,3043,45,",",PUNCT,","
en,3043,46,and,CCONJ,and
en,3043,47,the,DET,the
en,3043,48,successful,ADJ,successful
en,3043,49,results,NOUN,result
en,3043,50,showed,VERB,show
en,3043,51,that,SCONJ,that
en,3043,52,it,PRON,it
en,3043,53,was,AUX,be
en,3043,54,worth,ADJ,worth
en,3043,55,it,PRON,it
en,3043,56,.,PUNCT,.
en,3053,0,"""",PUNCT,""""
en,3053,1,That,PRON,that
en,3053,2,'s,AUX,be
en,3053,3,just,ADV,just
en,3053,4,what,PRON,what
en,3053,5,I,PRON,I
en,3053,6,thought,VERB,think
en,3053,7,",",PUNCT,","
en,3053,8,"""",PUNCT,""""
en,3053,9,said,VERB,say
en,3053,10,K.,PROPN,K.
en,3053,11,",",PUNCT,","
en,3053,12,"""",PUNCT,""""
en,3053,13,and,CCONJ,and
en,3053,14,now,ADV,now
en,3053,15,you,PRON,you
en,3053,16,do,AUX,do
en,3053,17,n't,PART,not
en,3053,18,need,VERB,need
en,3053,19,to,PART,to
en,3053,20,say,VERB,say
en,3053,21,another,DET,another
en,3053,22,word,NOUN,word
en,3053,23,.,PUNCT,.
en,3053,24,"""",PUNCT,""""
en,3059,0,"""",PUNCT,""""
en,3059,1,Be,AUX,be
en,3059,2,glad,ADJ,glad
en,3059,3,to,PART,to
en,3059,4,",",PUNCT,","
en,3059,5,"""",PUNCT,""""
en,3059,6,said,VERB,say
en,3059,7,K.,PROPN,K.
en,3059,8,",",PUNCT,","
en,3059,9,and,CCONJ,and
en,3059,10,did,VERB,do
en,3059,11,as,SCONJ,as
en,3059,12,the,DET,the
en,3059,13,lawyer,NOUN,lawyer
en,3059,14,suggested,VERB,suggest
en,3059,15,;,PUNCT,;
en,3059,16,he,PRON,he
en,3059,17,was,AUX,be
en,3059,18,always,ADV,always
en,3059,19,ready,ADJ,ready
en,3059,20,to,PART,to
en,3059,21,learn,VERB,learn
en,3059,22,something,PRON,something
en,3059,23,new,ADJ,new
en,3059,24,.,PUNCT,.
en,3077,0,Leni,PROPN,Leni
en,3077,1,was,AUX,be
en,3077,2,also,ADV,also
en,3077,3,silent,ADJ,silent
en,3077,4,.,PUNCT,.
en,3086,0,asked,VERB,ask
en,3086,1,Block,PROPN,Block
en,3086,2,",",PUNCT,","
en,3086,3,more,ADJ,more
en,3086,4,to,ADP,to
en,3086,5,himself,PRON,himself
en,3086,6,than,ADP,than
en,3086,7,the,DET,the
en,3086,8,lawyer,NOUN,lawyer
en,3086,9,.,PUNCT,.
en,3095,0,It,PRON,it
en,3095,1,was,AUX,be
en,3095,2,as,SCONJ,as
en,3095,3,if,SCONJ,if
en,3095,4,the,DET,the
en,3095,5,lawyer,NOUN,lawyer
en,3095,6,had,AUX,have
en,3095,7,not,PART,not
en,3095,8,done,VERB,do
en,3095,9,as,SCONJ,as
en,3095,10,Block,PROPN,Block
en,3095,11,had,AUX,have
en,3095,12,wanted,VERB,want
en,3095,13,but,CCONJ,but
en,3095,14,instead,ADV,instead
en,3095,15,threatened,VERB,threaten
en,3095,16,him,PRON,he
en,3095,17,with,ADP,with
en,3095,18,a,DET,a
en,3095,19,stick,NOUN,stick
en,3095,20,",",PUNCT,","
en,3095,21,as,SCONJ,as
en,3095,22,now,ADV,now
en,3095,23,Block,PROPN,Block
en,3095,24,really,ADV,really
en,3095,25,began,VERB,begin
en,3095,26,to,PART,to
en,3095,27,shake,VERB,shake
en,3095,28,.,PUNCT,.
en,3102,0,It,PRON,it
en,3102,1,was,AUX,be
en,3102,2,not,PART,not
en,3102,3,love,NOUN,love
en,3102,4,that,PRON,that
en,3102,5,made,VERB,make
en,3102,6,him,PRON,he
en,3102,7,squeeze,VERB,squeeze
en,3102,8,it,PRON,it
en,3102,9,and,CCONJ,and
en,3102,10,hold,VERB,hold
en,3102,11,on,ADP,on
en,3102,12,to,ADP,to
en,3102,13,it,PRON,it
en,3102,14,so,ADV,so
en,3102,15,tightly,ADV,tightly
en,3102,16,",",PUNCT,","
en,3102,17,she,PRON,she
en,3102,18,sighed,VERB,sigh
en,3102,19,frequently,ADV,frequently
en,3102,20,and,CCONJ,and
en,3102,21,tried,VERB,try
en,3102,22,to,PART,to
en,3102,23,disengage,VERB,disengage
en,3102,24,her,PRON,her
en,3102,25,hands,NOUN,hand
en,3102,26,from,ADP,from
en,3102,27,him,PRON,he
en,3102,28,.,PUNCT,.
en,3105,0,"""",PUNCT,""""
en,3105,1,And,CCONJ,and
en,3105,2,who,PRON,who
en,3105,3,besides,SCONJ,besides
en,3105,4,me,PRON,I
en,3105,5,?,PUNCT,?
en,3105,6,"""",PUNCT,""""
en,3105,7,the,DET,the
en,3105,8,lawyer,NOUN,lawyer
en,3105,9,asked,VERB,ask
en,3105,10,.,PUNCT,.
en,3112,0,"""",PUNCT,""""
en,3112,1,You,PRON,you
en,3112,2,can,AUX,can
en,3112,3,kneel,VERB,kneel
en,3112,4,down,ADP,down
en,3112,5,or,CCONJ,or
en,3112,6,creep,VERB,creep
en,3112,7,on,ADP,on
en,3112,8,all,DET,all
en,3112,9,fours,NOUN,four
en,3112,10,",",PUNCT,","
en,3112,11,whatever,PRON,whatever
en,3112,12,you,PRON,you
en,3112,13,like,VERB,like
en,3112,14,.,PUNCT,.
en,3149,0,"""",PUNCT,""""
en,3149,1,I,PRON,I
en,3149,2,'m,AUX,be
en,3149,3,rather,ADV,rather
en,3149,4,wary,ADJ,wary
en,3149,5,of,ADP,of
en,3149,6,telling,VERB,tell
en,3149,7,him,PRON,he
en,3149,8,",",PUNCT,","
en,3149,9,"""",PUNCT,""""
en,3149,10,said,VERB,say
en,3149,11,the,DET,the
en,3149,12,lawyer,NOUN,lawyer
en,3149,13,",",PUNCT,","
en,3149,14,and,CCONJ,and
en,3149,15,his,PRON,his
en,3149,16,head,NOUN,head
en,3149,17,could,AUX,could
en,3149,18,be,AUX,be
en,3149,19,seen,VERB,see
en,3149,20,shaking,VERB,shake
en,3149,21,slightly,ADV,slightly
en,3149,22,",",PUNCT,","
en,3149,23,perhaps,ADV,perhaps
en,3149,24,so,SCONJ,so
en,3149,25,that,SCONJ,that
en,3149,26,he,PRON,he
en,3149,27,would,AUX,would
en,3149,28,feel,VERB,feel
en,3149,29,the,DET,the
en,3149,30,pressure,NOUN,pressure
en,3149,31,of,ADP,of
en,3149,32,Leni,PROPN,Leni
en,3149,33,'s,PART,'s
en,3149,34,hand,NOUN,hand
en,3149,35,better,ADV,well
en,3149,36,.,PUNCT,.
en,3154,0,Before,SCONJ,before
en,3154,1,Leni,PROPN,Leni
en,3154,2,said,VERB,say
en,3154,3,anything,PRON,anything
en,3154,4,she,PRON,she
en,3154,5,looked,VERB,look
en,3154,6,down,ADP,down
en,3154,7,at,ADP,at
en,3154,8,Block,PROPN,Block
en,3154,9,and,CCONJ,and
en,3154,10,watched,VERB,watch
en,3154,11,him,PRON,he
en,3154,12,a,DET,a
en,3154,13,short,ADJ,short
en,3154,14,while,NOUN,while
en,3154,15,as,SCONJ,as
en,3154,16,he,PRON,he
en,3154,17,raised,VERB,raise
en,3154,18,his,PRON,his
en,3154,19,hands,NOUN,hand
en,3154,20,towards,ADP,towards
en,3154,21,her,PRON,she
en,3154,22,and,CCONJ,and
en,3154,23,rubbed,VERB,rub
en,3154,24,them,PRON,they
en,3154,25,together,ADV,together
